#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	ntp
#open	2023-06-07-10-35-17
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	version	mode	stratum	poll	precision	root_delay	root_disp	ref_id	ref_time	org_time	rec_time	xmt_time	num_exts
#types	time	string	addr	port	addr	port	count	count	count	interval	interval	interval	interval	string	time	time	time	time	count
1685547045.778589	CsFJoQ3uE9FXy1VCSg	10.10.10.249	36898	193.136.152.71	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685547045.181252	0
1685547056.047430	CmzDsv4L9BU4k0oxs2	10.10.10.249	47244	5.135.59.152	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685547056.011020	0
1685547066.278856	CXsTKQ21ftqnJkHOMk	10.10.10.249	32886	194.117.47.42	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685547066.064893	0
1685547076.550538	Cyaue92OBdOAeP3l8l	10.10.10.249	50698	193.136.152.71	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685547076.128163	0
1685547086.778583	CWiACr1FbHuoKiC7T2	10.10.10.249	37384	91.209.16.78	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685547086.181257	0
1685547225.286222	CH2LKj4XdYUREAy9m6	10.10.10.249	34267	193.136.152.72	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685547225.066623	0
1685547235.529069	CPOVgg4muSH0RcQjhf	10.10.10.249	50682	91.209.16.78	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685547235.123161	0
1685547245.833141	CRsKww17OPmp04kWz3	10.10.10.249	48275	88.157.128.22	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685547245.193962	0
1685547256.028756	CD5Vc71njmNhJB0G3k	10.10.10.249	43398	194.117.47.42	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685547256.006669	0
1685547266.347495	CaIjnK1GJRLlY6n1L6	10.10.10.249	35273	194.117.47.44	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685547266.080889	0
1685547276.528692	C3T5gT3V1UEyFRqpt6	10.10.10.249	59896	5.135.59.152	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685547276.123074	0
1685547286.792251	CAO6QE2W6Z2EvrjDjg	10.10.10.249	48706	194.8.30.16	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685547286.184444	0
1685547297.028724	C31mYKEWzV2UmQaA2	10.10.10.249	53458	195.22.17.7	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685547297.006665	0
1685547563.602334	CFL6d92pq0kD8VfFb4	10.10.10.249	48529	193.136.152.72	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685547563.140221	0
1685547573.778550	CoPrZt1FlfHqSxc0v6	10.10.10.249	41947	194.117.47.42	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685547573.181250	0
1685547584.036747	C3yioa2yQNLMPNNZt9	10.10.10.249	45387	5.135.59.152	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685547584.008536	0
1685547594.278987	CFm8LVYuPW0oOTbW4	10.10.10.249	59502	88.157.128.22	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685547594.064932	0
1685547604.579414	CycSRZ3xwoIu504F2l	10.10.10.249	54497	5.135.59.152	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685547604.134882	0
1685547614.778578	Crgba42Bu9pqe7uus8	10.10.10.249	33848	194.117.47.42	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685547614.181253	0
1685547625.089126	Cgxerk297dhDzJl2ve	10.10.10.249	39304	194.8.30.16	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685547625.020730	0
1685547635.278522	C9RYKL1NZXX1hqGpb5	10.10.10.249	44111	85.138.122.254	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685547635.064828	0
1685548162.842114	CbkX5G4NJHoHPq9cU9	10.10.10.249	37751	193.136.152.72	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685548162.196047	0
1685548173.028641	CLDqHk2rOrsTKnI7zg	10.10.10.249	32844	194.8.30.16	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685548173.006625	0
1685548183.425538	CC8F5p3PnWaAx8QV7d	10.10.10.249	60601	193.136.152.72	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685548183.099060	0
1685548193.529040	C7mwGm1bjnGHz9U4yk	10.10.10.249	34439	91.209.16.78	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685548193.123155	0
1685548203.790838	CnEUlG3mgLDRrCboQ	10.10.10.249	35904	195.22.17.7	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685548203.184114	0
1685548214.028751	CFCZNl3AUGStEmxMXj	10.10.10.249	35863	194.117.47.42	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685548214.006664	0
1685548224.355386	CqxJEy2uVhybdA1tX6	10.10.10.249	52859	91.209.16.78	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685548224.082726	0
1685548234.528662	CzhXQ63jLb4PTqQFx7	10.10.10.249	43830	194.117.47.42	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685548234.123042	0
1685549269.034431	Cn05GKIUXr81xVFcc	10.10.10.249	52667	195.22.17.7	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685549269.008002	0
1685549279.278845	CQ9XDO1k9K8o44evUa	10.10.10.249	50953	194.117.47.44	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685549279.064904	0
1685549289.535347	CB9L124lVSzHwLytCb	10.10.10.249	36316	88.157.128.22	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685549289.124629	0
1685549299.778552	C7cvNk3H1cES4dtW1e	10.10.10.249	46549	194.8.30.16	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685549299.181249	0
1685549310.035597	CgNYuZkw2QEUHrj22	10.10.10.249	33234	5.135.59.152	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685549310.008271	0
1685549320.278575	C9I4tC11r5k9z4p9H1	10.10.10.249	60929	194.117.47.42	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685549320.064837	0
1685549330.552724	CmsRxj2rTdYdRLFI88	10.10.10.249	33144	193.136.164.4	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685549330.128626	0
1685549340.778539	CT09qL3V6q1lERGEO1	10.10.10.249	40644	193.136.152.72	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685549340.181247	0
#close	2023-06-07-10-35-32
